City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Mackenzie,CA,55.2999,-123.1698,59.22,36,90,10.36,overcast clouds
343,Brigantine,US,39.4101,-74.3646,61.03,98,90,17.22,moderate rain
344,Kosh-Agach,RU,50.0,88.6667,55.44,40,1,6.02,clear sky
345,Camacupa,AO,-12.0167,17.4833,47.68,50,4,3.22,clear sky
346,Acapulco,MX,16.8634,-99.8901,82.42,73,3,2.53,clear sky
347,Krasnoselkup,RU,65.7,82.4667,37.87,49,41,17.69,scattered clouds
348,Nuuk,GL,64.1835,-51.7216,34.41,100,40,16.11,scattered clouds
349,Baykit,RU,61.67,96.37,37.51,94,100,8.9,light rain
350,Pandan,PH,14.0453,124.1694,88.05,64,28,1.34,scattered clouds
351,Khatanga,RU,71.9667,102.5,47.05,61,59,16.35,broken clouds
352,Salamiyah,SY,35.0113,37.0532,63.0,83,5,12.53,clear sky
353,Tadine,NC,-21.55,167.8833,74.71,57,4,9.35,clear sky
354,Aras,ES,42.5617,-2.356,62.06,88,0,4.7,clear sky
355,Houma,US,29.5958,-90.7195,80.01,74,1,5.75,clear sky
356,Saurimo,AO,-9.6608,20.3916,56.23,46,89,5.19,overcast clouds
357,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.43,50,98,2.44,overcast clouds
358,Hede,CN,33.7681,120.2517,85.44,33,97,13.49,light rain
359,Carutapera,BR,-1.195,-46.02,75.36,94,74,4.97,broken clouds
360,Turukhansk,RU,65.8167,87.9833,31.59,94,100,12.75,light snow
361,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,76,75,8.68,broken clouds
362,Qasigiannguit,GL,68.8193,-51.1922,43.05,65,51,4.76,broken clouds
363,Naifaru,MV,5.4444,73.3657,83.66,72,35,20.69,scattered clouds
364,Hilo,US,19.7297,-155.09,81.28,75,75,10.36,broken clouds
365,Baruun-Urt,MN,46.6806,113.2792,58.37,34,39,7.27,scattered clouds
366,Ilhabela,BR,-23.7781,-45.3581,75.43,69,55,5.84,broken clouds
367,Buala,SB,-8.145,159.5921,79.29,88,100,6.22,light rain
368,Kuryk,KZ,43.2,51.65,68.97,59,26,7.83,scattered clouds
369,Kurchum,KZ,48.5722,83.6542,65.41,37,0,11.83,clear sky
370,Adrar,MR,20.5022,-10.0711,85.86,18,8,14.74,clear sky
371,Barentu,ER,15.1139,37.5928,81.18,32,0,4.16,clear sky
372,Ouesso,CG,1.6136,16.0517,70.9,97,97,2.04,light rain
373,Pangody,RU,65.85,74.4859,44.22,39,65,9.84,broken clouds
374,Pahrump,US,36.2083,-115.9839,92.84,11,5,6.78,clear sky
375,Ngunguru,NZ,-35.6167,174.5,57.16,73,90,11.97,light rain
376,Berezovyy,RU,51.6667,135.7,60.73,61,71,6.31,broken clouds
377,Maniwaki,CA,46.3834,-75.966,43.34,75,0,4.34,clear sky
378,Northam,GB,51.0333,-4.2167,57.02,81,100,6.04,overcast clouds
379,Muisne,EC,0.6,-80.0333,76.39,87,100,6.02,overcast clouds
380,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.91,83,1,6.51,clear sky
381,Ahuimanu,US,21.4447,-157.8378,85.71,56,40,10.36,scattered clouds
382,Namatanai,PG,-3.6667,152.4333,83.23,74,100,10.58,overcast clouds
383,Safford,US,32.834,-109.7076,94.12,5,20,10.36,few clouds
384,Adeje,ES,28.1227,-16.726,64.51,69,20,1.01,few clouds
385,Yerbogachen,RU,61.2767,108.0108,63.07,40,100,7.78,overcast clouds
386,Narsaq,GL,60.9167,-46.05,44.82,79,9,6.82,clear sky
387,Komsomolskiy,UZ,40.4272,71.7189,81.82,28,0,4.61,clear sky
388,Necochea,AR,-38.5473,-58.7368,51.04,56,100,22.15,light rain
389,Riyadh,SA,24.6877,46.7219,86.05,17,0,0.0,clear sky
390,Sinnamary,GF,5.3833,-52.95,75.13,97,96,12.53,overcast clouds
391,Tazovskiy,RU,67.4667,78.7,31.57,70,82,7.9,broken clouds
392,Asyut,EG,27.181,31.1837,77.18,35,0,7.07,clear sky
393,Shingu,JP,33.7333,135.9833,73.9,59,100,1.48,overcast clouds
394,Wainwright,CA,52.839,-110.8572,49.91,87,100,20.94,overcast clouds
395,Tilichiki,RU,60.4667,166.1,44.08,66,85,5.53,overcast clouds
396,Sabang,ID,5.8933,95.3214,83.98,69,93,13.44,overcast clouds
397,Orapa,BW,-21.2833,25.3667,53.64,36,1,6.42,clear sky
398,Tura,IN,25.5198,90.2201,81.36,75,26,5.03,scattered clouds
399,Muscat,OM,23.6139,58.5922,84.22,38,2,2.44,clear sky
400,Araguacu,BR,-12.9306,-49.8264,75.58,52,89,1.52,overcast clouds
401,Amahai,ID,-3.3333,128.9167,81.81,79,82,7.31,broken clouds
402,Marovoay,MG,-16.1,46.6333,68.14,80,0,1.39,clear sky
403,Chiredzi,ZW,-21.05,31.6667,56.39,35,0,4.14,clear sky
404,Kaitangata,NZ,-46.2817,169.8464,52.93,77,100,8.25,light rain
405,Pangai,TO,-19.8,-174.35,78.91,65,75,4.61,broken clouds
406,Trincomalee,LK,8.5711,81.2335,84.83,72,100,19.51,overcast clouds
407,Vila Velha,BR,-20.3297,-40.2925,76.95,84,75,13.0,broken clouds
408,Arlit,NE,18.7369,7.3853,84.7,7,44,6.62,scattered clouds
409,Labuan,MY,5.2767,115.2417,84.36,94,40,5.99,scattered clouds
410,Coahuayana,MX,18.7333,-103.6833,75.87,76,79,1.66,broken clouds
411,Pocone,BR,-16.2567,-56.6228,76.71,52,82,5.99,broken clouds
412,Roald,NO,62.5833,6.1333,49.15,87,7,12.66,clear sky
413,Chapais,CA,49.7834,-74.8492,37.18,56,2,5.08,clear sky
414,Pisco,PE,-13.7,-76.2167,64.45,88,90,4.61,overcast clouds
415,Jalu,LY,29.0331,21.5482,81.59,23,30,6.82,scattered clouds
416,Marrakesh,MA,31.6315,-8.0083,66.27,77,0,5.75,clear sky
417,Lincoln,US,40.8,-96.667,52.12,75,90,1.99,overcast clouds
418,Mitoc,RO,48.1,27.0333,59.09,92,100,13.76,overcast clouds
419,Las Mercedes,VE,9.1102,-66.3972,77.77,73,91,5.41,overcast clouds
420,Malindi,KE,-3.2175,40.1191,76.91,69,47,11.63,scattered clouds
421,Bodaybo,RU,57.8506,114.1933,62.83,52,20,2.39,few clouds
422,Bambous Virieux,MU,-20.3428,57.7575,74.21,88,75,8.86,light rain
423,Rawson,AR,-43.3002,-65.1023,40.44,48,2,15.95,clear sky
424,Joigny,FR,47.9829,3.401,52.45,92,67,6.02,broken clouds
425,Puerto Escondido,MX,15.85,-97.0667,84.07,73,100,6.35,overcast clouds
426,Shenjiamen,CN,29.9576,122.298,70.56,81,85,10.76,overcast clouds
427,San Clemente,US,33.427,-117.612,74.41,81,45,1.01,scattered clouds
428,Agadez,NE,19.75,10.25,82.62,9,100,5.59,overcast clouds
429,Leningradskiy,RU,69.3833,178.4167,33.93,86,11,12.84,few clouds
430,Auki,SB,-8.7676,160.7034,80.33,85,94,5.35,moderate rain
431,Ihosy,MG,-22.4,46.1167,55.8,76,0,0.16,clear sky
432,Plainview,US,40.7765,-73.4673,51.89,88,100,4.0,light rain
433,Roma,US,43.2128,-75.4557,46.26,92,90,0.0,moderate rain
434,Paris,FR,48.8534,2.3488,56.25,84,0,3.76,clear sky
435,Karratha,AU,-20.7377,116.8463,82.9,50,72,15.26,broken clouds
436,Paita,PE,-5.0892,-81.1144,68.4,89,34,12.26,scattered clouds
437,Faya,SA,18.3851,42.4509,64.51,45,3,1.99,clear sky
438,Gouyave,GD,12.1646,-61.7296,77.77,83,20,16.26,few clouds
439,Richards Bay,ZA,-28.783,32.0377,68.7,71,83,5.32,broken clouds
440,Esperance,AU,-33.8667,121.9,66.04,55,81,13.53,light rain
441,Urla,TR,38.3229,26.764,67.21,81,4,7.72,clear sky
442,Bell Ville,AR,-32.6259,-62.6887,49.66,59,20,6.98,few clouds
443,Inhambane,MZ,-23.865,35.3833,62.65,73,0,10.16,clear sky
444,Gat,IL,31.61,34.7642,69.4,100,1,3.38,clear sky
445,Wewak,PG,-3.5534,143.6268,84.6,74,98,7.9,overcast clouds
446,Rabo De Peixe,PT,37.8,-25.5833,54.91,82,20,4.74,few clouds
447,Vanderhoof,CA,54.0166,-124.0198,54.81,50,52,11.41,broken clouds
448,Kaili,ID,-3.4626,120.2147,76.14,80,69,3.98,broken clouds
449,Yabrud,SY,33.9674,36.6574,50.52,39,0,2.46,clear sky
450,Brainerd,US,46.358,-94.2008,53.38,43,1,0.0,clear sky
451,Esperanza,DO,19.5847,-70.9849,77.58,89,100,1.01,overcast clouds
452,Akdepe,TM,42.0551,59.3788,82.4,26,0,6.6,clear sky
453,Kuytun,RU,54.3419,101.5036,41.86,67,100,11.14,overcast clouds
454,Boyolangu,ID,-8.1181,111.8935,83.95,73,100,6.04,overcast clouds
455,Jibuti,DJ,11.5,42.5,81.82,63,8,5.1,clear sky
456,Seoul,KR,37.5683,126.9778,69.19,56,75,12.64,light rain
457,Fukue,JP,32.6881,128.8419,71.96,60,40,12.66,scattered clouds
458,Rudkobing,DK,54.9364,10.7102,50.95,90,16,11.14,few clouds
459,San Ignacio,BZ,17.1561,-89.0714,78.94,94,0,3.98,clear sky
460,Kavaratti,IN,10.5669,72.642,83.8,74,16,19.19,few clouds
461,Isangel,VU,-19.55,169.2667,75.16,64,66,7.85,broken clouds
462,Drovyanaya,RU,51.5833,113.0333,63.91,26,97,4.45,overcast clouds
463,Lubango,AO,-14.9172,13.4925,53.56,38,1,3.44,clear sky
464,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.13,69,0,2.66,clear sky
465,Taltal,CL,-25.4,-70.4833,61.48,85,60,5.1,broken clouds
466,Kitgum,UG,3.2783,32.8867,64.63,93,17,3.24,few clouds
467,Zyryanka,RU,65.75,150.85,58.91,34,14,16.37,few clouds
468,Antofagasta,CL,-23.65,-70.4,60.08,71,16,2.24,few clouds
469,Havelock,US,34.8791,-76.9013,77.23,91,1,10.0,clear sky
470,Semey,KZ,50.4111,80.2275,61.02,31,0,13.42,clear sky
471,Bartica,GY,6.4,-58.6167,77.32,99,100,1.79,light rain
472,Jensen Beach,US,27.2545,-80.2298,79.0,77,1,4.0,clear sky
473,Hobyo,SO,5.3505,48.5268,78.15,83,15,16.13,few clouds
474,Catuday,PH,16.2923,119.8062,86.27,69,9,4.12,clear sky
475,Udachnyy,RU,66.4167,112.4,59.43,44,29,10.45,scattered clouds
476,Tamandare,BR,-8.7597,-35.1047,76.32,80,60,9.06,broken clouds
477,Tessalit,ML,20.1986,1.0114,89.6,7,100,9.44,overcast clouds
478,San Quintin,MX,30.4833,-115.95,63.45,85,2,10.89,clear sky
479,Cabras,IT,39.93,8.5314,60.08,65,59,3.91,broken clouds
480,Svetlyy,RU,54.675,20.1347,42.85,92,24,5.32,few clouds
481,Olafsvik,IS,64.8945,-23.7142,46.0,91,100,20.96,heavy intensity rain
482,Bida,NG,9.0833,6.0167,77.32,77,91,3.44,overcast clouds
483,Pasighat,IN,28.0667,95.3333,84.61,71,99,1.7,overcast clouds
484,Abay,KZ,49.6311,72.8539,61.18,35,1,15.21,clear sky
485,Tripoli,LY,32.8752,13.1875,69.85,84,10,9.95,clear sky
486,Varkkallai,IN,8.7341,76.7067,80.38,80,39,8.72,scattered clouds
487,Waihi Beach,NZ,-37.4,175.9333,60.89,94,100,5.01,light rain
488,Kontagora,NG,10.3999,5.4695,79.09,55,28,4.63,scattered clouds
489,Bugiri,UG,0.5714,33.7417,64.11,92,77,3.02,broken clouds
490,Burnie,AU,-41.0667,145.9167,53.92,51,0,2.66,clear sky
491,Bandarbeyla,SO,9.4942,50.8122,79.99,77,94,19.13,overcast clouds
492,Bambanglipuro,ID,-7.95,110.2833,66.6,71,100,6.44,overcast clouds
493,Hirado,JP,33.3597,129.5531,70.95,67,2,10.6,clear sky
494,Wyndham,US,37.6985,-77.6125,71.4,92,75,1.01,broken clouds
495,Bogalusa,US,30.791,-89.8487,75.69,88,1,3.44,clear sky
496,Broome,US,42.2506,-75.833,46.02,89,90,1.01,moderate rain
497,Villa Guerrero,MX,18.8667,-99.65,68.4,62,98,2.3,overcast clouds
498,Canaries,ES,28.0,-15.5,58.96,72,75,10.76,broken clouds
499,Maniitsoq,GL,65.4167,-52.9,37.6,78,37,14.54,scattered clouds
500,Siyabuswa,ZA,-25.1132,29.0445,51.98,37,0,4.14,clear sky
501,Mount Isa,AU,-20.7333,139.5,73.17,20,37,8.05,scattered clouds
502,Guanare,VE,9.0418,-69.7421,75.22,100,92,1.14,overcast clouds
503,Suntar,RU,62.1444,117.6319,71.42,30,15,4.41,few clouds
504,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,62.82,95,100,1.34,overcast clouds
505,Umm Kaddadah,SD,13.6017,26.6876,83.44,12,17,10.33,few clouds
506,Port Hardy,CA,50.6996,-127.4199,51.98,71,75,11.5,broken clouds
507,Aykhal,RU,66.0,111.5,58.93,46,81,16.62,broken clouds
508,Harnosand,SE,62.6323,17.9379,42.01,68,6,6.44,clear sky
509,Gerash,IR,27.6652,54.1371,69.94,12,0,2.08,clear sky
510,Aloleng,PH,16.1307,119.7824,88.0,68,10,6.71,clear sky
511,Goundam,ML,16.4145,-3.6708,95.38,29,100,12.66,overcast clouds
512,Pacific Grove,US,36.6177,-121.9166,64.85,83,90,4.0,overcast clouds
513,Port-Cartier,CA,50.0334,-66.8654,41.22,61,4,14.67,clear sky
514,Kathmandu,NP,27.7167,85.3167,66.42,94,75,4.61,broken clouds
515,Husavik,IS,66.0449,-17.3389,51.71,71,15,11.83,few clouds
516,Luneville,FR,48.6,6.5,49.89,90,97,7.61,overcast clouds
517,Chokwe,MZ,-24.5333,32.9833,58.39,49,0,4.34,clear sky
518,Fethiye,TR,36.6217,29.1164,58.87,60,0,6.33,clear sky
519,Eskisehir,TR,39.7767,30.5206,53.51,87,75,9.22,broken clouds
520,Togur,RU,58.3631,82.8265,43.32,43,8,9.42,clear sky
521,Likasi,CD,-10.9814,26.7333,47.55,61,0,2.77,clear sky
522,Smithers,CA,54.7804,-127.1743,57.52,38,40,14.97,scattered clouds
523,Camacha,PT,33.0833,-16.3333,63.36,72,20,5.75,few clouds
524,Koslan,RU,63.4564,48.8989,44.13,88,98,7.29,overcast clouds
525,Aldama,MX,22.9167,-98.0667,82.99,90,30,3.67,scattered clouds
526,Homer,US,59.6425,-151.5483,53.49,73,90,4.61,overcast clouds
527,Sorland,NO,67.667,12.6934,44.04,75,65,2.53,broken clouds
528,Puerto Armuelles,PA,8.2833,-82.8667,81.82,93,100,3.94,overcast clouds
529,Medea,DZ,36.2642,2.7539,52.25,95,44,1.66,scattered clouds
530,Harper,LR,4.375,-7.7169,79.75,86,98,7.72,overcast clouds
531,Boone,US,39.0334,-92.3335,53.26,57,100,10.0,overcast clouds
532,Sena Madureira,BR,-9.0656,-68.6569,76.24,71,66,2.37,broken clouds
533,Talara,PE,-4.5772,-81.2719,68.56,92,58,13.58,broken clouds
534,Jieshi,CN,22.8134,115.8257,86.38,73,99,17.27,overcast clouds
535,Alugan,PH,12.2188,125.4808,85.17,72,38,6.42,scattered clouds
536,Humaita,BR,-7.5061,-63.0208,74.75,85,15,1.12,few clouds
537,Villa Rica,US,33.7321,-84.9191,69.15,94,100,7.83,overcast clouds
538,Sola,VU,-13.8833,167.55,77.52,68,80,10.94,broken clouds
539,Gazli,UZ,40.1333,63.45,91.31,17,4,11.43,clear sky
540,Kandi,BJ,11.1342,2.9386,83.5,51,95,4.52,overcast clouds
541,Sande,DE,53.5049,8.0142,51.03,77,100,6.2,overcast clouds
542,Robertsport,LR,6.7533,-11.3686,81.18,80,88,6.51,light rain
543,Goulburn,AU,-34.75,149.7167,56.64,41,0,8.81,clear sky
544,Marzuq,YE,14.4,46.4667,77.4,26,99,4.54,overcast clouds
545,Corinto,GR,37.9407,22.9573,71.69,66,7,2.64,clear sky
546,Soavinandriana,MG,-19.1667,46.7333,47.8,73,0,5.08,clear sky
547,Le Port,RE,-20.9373,55.2919,68.61,67,1,4.27,clear sky
548,Yeppoon,AU,-23.1333,150.7333,71.38,65,99,18.05,overcast clouds
549,Kamachumu,TZ,-1.6186,31.62,61.23,85,100,3.91,overcast clouds
550,Uhlove,UA,44.8215,33.6045,61.57,81,85,3.4,overcast clouds
551,Walvis Bay,NA,-22.9575,14.5053,54.55,66,0,9.84,clear sky
552,Gamba,GA,-2.65,10.0,75.18,94,90,4.94,overcast clouds
553,Poltavka,RU,54.3663,71.7632,65.61,40,40,12.01,scattered clouds
554,San Policarpo,PH,12.1791,125.5072,84.6,74,35,6.29,scattered clouds
555,Iskateley,RU,67.6803,53.1512,38.26,95,100,14.14,overcast clouds
556,Nizhniy Baskunchak,RU,48.2198,46.8311,66.15,75,15,1.79,few clouds
557,Ulladulla,AU,-35.35,150.4667,58.1,52,55,15.57,broken clouds
558,Babstovo,RU,48.1167,132.4833,65.5,56,83,6.17,broken clouds
559,Valdemarpils,LV,57.3707,22.5919,45.82,97,7,3.76,clear sky
560,Sarmanovo,RU,55.2553,52.5891,65.08,65,100,4.07,overcast clouds
561,Bullhead City,US,35.1478,-114.5683,99.82,10,50,9.95,scattered clouds
562,Daru,PG,-9.0763,143.2092,80.35,72,95,17.05,overcast clouds
563,Pitkyaranta,RU,61.5734,31.4792,39.7,83,2,9.4,clear sky
564,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,13.8,few clouds
565,Vao,NC,-22.6667,167.4833,72.12,63,0,25.61,clear sky
566,Tautira,PF,-17.7333,-149.15,86.02,74,72,1.68,broken clouds
567,La Grande,US,45.3246,-118.0877,62.91,56,31,4.88,scattered clouds
568,Nhulunbuy,AU,-12.2333,136.7667,83.01,61,75,17.27,broken clouds
569,Yadgir,IN,16.7667,77.1333,86.25,54,71,12.12,broken clouds
570,Tigil,RU,57.8,158.6667,53.38,46,84,5.14,broken clouds
571,Tarancon,ES,40.0085,-3.0073,61.48,71,68,6.91,broken clouds
572,Steamboat Springs,US,40.485,-106.8317,69.39,34,40,0.0,scattered clouds
573,Saint-Francois,FR,46.4154,3.9054,57.18,84,0,2.3,clear sky
574,Moerai,PF,-22.4333,-151.3333,77.16,84,100,18.45,light rain
575,Palmer,US,42.1584,-72.3287,48.81,87,90,1.99,moderate rain
576,Bara,NG,10.3744,10.7288,81.3,62,99,5.64,overcast clouds
577,Teya,RU,60.3778,92.6267,36.23,75,100,10.63,overcast clouds
578,Agadir,MA,30.4202,-9.5982,63.05,89,100,0.76,overcast clouds
579,Safaga,EG,26.7292,33.9365,80.55,36,0,12.84,clear sky
580,Kabompo,ZM,-13.5927,24.2008,45.68,50,0,2.95,clear sky
581,Mwinilunga,ZM,-11.7358,24.4293,47.43,60,1,3.49,clear sky
582,Seryshevo,RU,51.0933,128.3786,56.3,68,100,6.33,light rain
583,Wenling,CN,28.3669,121.36,78.91,86,100,6.98,overcast clouds
584,Oppdal,NO,62.5943,9.6912,44.55,75,17,1.99,few clouds
585,San Jose Pinula,GT,14.5461,-90.4114,65.23,90,40,1.99,scattered clouds
586,Shelburne,CA,44.0787,-80.2041,39.96,86,4,7.11,clear sky
587,Llanes,ES,43.4198,-4.7549,61.86,90,67,6.78,broken clouds
588,Entebbe,UG,0.0644,32.4469,70.02,77,38,4.54,light rain
589,High Rock,BS,26.6208,-78.2833,77.02,74,1,10.38,clear sky
590,Atel,RO,46.15,24.4667,53.44,95,56,3.09,broken clouds
591,Ojinaga,MX,29.5667,-104.4167,88.75,45,1,16.11,clear sky
592,Trinidad,BO,-14.8333,-64.9,72.59,78,74,3.91,broken clouds
593,Fundacion,CO,10.5207,-74.185,82.06,93,98,4.34,overcast clouds
594,Primorsk,UA,46.7348,36.3443,63.03,88,99,8.88,overcast clouds
595,West Plains,US,36.7281,-91.8524,56.52,79,90,1.01,overcast clouds
596,College,US,64.8569,-147.8028,48.58,44,75,3.0,broken clouds
597,Rio Pardo,BR,-29.9897,-52.3781,61.14,99,100,2.53,light rain
598,Port Hedland,AU,-20.3167,118.5667,80.65,34,99,18.41,overcast clouds
599,Sondrio,IT,46.169,9.8692,63.09,53,82,3.42,broken clouds
600,Tiznit,MA,29.5833,-9.5,65.03,74,100,1.72,overcast clouds
601,Half Moon Bay,US,37.4636,-122.4286,67.32,76,90,6.91,overcast clouds
602,Dryden,CA,49.7833,-92.7503,55.69,33,1,8.05,clear sky
603,Santa Maria,BR,-29.6842,-53.8069,60.1,100,75,3.85,broken clouds
604,Moree,AU,-29.4667,149.85,59.02,38,90,4.61,overcast clouds
605,Trunovskoye,RU,45.4878,42.1358,67.5,75,1,2.77,clear sky
606,Oranjestad,AW,12.524,-70.027,80.91,80,20,1.99,few clouds
607,Mtwara,TZ,-10.2667,40.1833,67.91,91,0,6.31,clear sky
608,Mangrol,IN,21.1167,70.1167,85.48,71,15,12.5,few clouds
609,Huilong,CN,31.8111,121.655,81.99,58,25,12.75,scattered clouds
610,Bourail,NC,-21.5667,165.4833,72.19,61,57,14.18,broken clouds
611,Salalah,OM,17.0151,54.0924,84.29,79,75,4.61,broken clouds
612,Persianovskiy,RU,47.5137,40.1075,63.55,82,0,5.3,clear sky
613,Birao,CF,10.2849,22.7882,79.66,49,56,4.09,broken clouds
614,Mandalgovi,MN,45.7625,106.2708,58.84,47,99,21.32,overcast clouds
615,Mabaruma,GY,8.2,-59.7833,72.36,99,18,2.73,few clouds
616,Kalmunai,LK,7.4167,81.8167,83.55,72,98,4.29,overcast clouds
617,Fare,PF,-16.7,-151.0167,80.64,69,41,3.53,scattered clouds
618,Byron Bay,AU,-28.65,153.6167,68.11,63,100,18.7,overcast clouds
619,Raga,SS,8.4596,25.678,73.0,72,9,5.64,clear sky
620,Cap Malheureux,MU,-19.9842,57.6142,74.46,77,82,3.0,light rain
621,Maceio,BR,-9.6658,-35.7353,74.64,83,20,9.17,few clouds
622,Plettenberg Bay,ZA,-34.0527,23.3716,58.95,78,75,10.0,broken clouds
623,Cedar City,US,37.6775,-113.0619,77.97,8,1,13.8,clear sky
624,Adre,TD,13.4667,22.2,80.92,11,68,10.69,broken clouds
625,Mogadishu,SO,2.0371,45.3438,78.17,78,99,12.93,overcast clouds
626,Moramanga,MG,-18.9333,48.2,52.38,97,16,1.88,few clouds
627,Hearst,CA,49.6835,-83.6665,43.05,56,29,3.74,scattered clouds
628,Sabha,LY,27.0377,14.4283,85.41,14,7,12.35,clear sky
629,Crnomelj,SI,45.5711,15.1889,56.43,96,25,1.25,scattered clouds
630,Jacmel,HT,18.2342,-72.5347,82.24,80,27,1.19,scattered clouds
631,Olinda,BR,-8.0089,-34.8553,78.53,69,75,13.4,broken clouds
632,Elyakhin,IL,32.4079,34.9243,71.26,83,0,6.11,clear sky
633,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,84,0,10.74,clear sky
634,Meadow Lake,US,34.8014,-106.5436,78.28,52,3,15.26,clear sky
635,Warri,NG,5.5167,5.75,77.58,92,92,2.26,overcast clouds
636,Buchanan,LR,5.8808,-10.0467,76.96,86,86,4.92,light rain
637,Sulangan,PH,11.1373,123.7228,84.61,72,48,4.7,scattered clouds
638,Antalaha,MG,-14.9003,50.2788,69.84,86,17,5.82,few clouds
639,Nyurba,RU,63.2842,118.3319,68.09,36,9,5.39,clear sky
640,Alexandria,EG,31.2156,29.9553,69.76,88,40,9.22,scattered clouds
641,Xapuri,BR,-10.6517,-68.5044,73.44,71,19,2.08,few clouds
642,Igarka,RU,67.4667,86.5833,31.62,99,100,15.37,light snow
643,Kualakapuas,ID,-3.0091,114.3876,86.72,69,19,3.2,few clouds
644,Ambatondrazaka,MG,-17.8333,48.4167,56.07,96,7,1.32,clear sky
645,Mahibadhoo,MV,3.7833,72.9667,83.55,72,73,19.15,broken clouds
646,Alizai,PK,33.5383,70.3462,85.84,25,0,1.83,clear sky
647,Haines Junction,CA,60.7522,-137.5108,51.75,32,100,10.36,overcast clouds
648,Twin Falls,US,42.3505,-114.6445,62.94,19,1,7.25,clear sky
649,Salaga,GH,8.5508,-0.5188,78.03,84,55,5.86,broken clouds
650,Garden City,US,42.3256,-83.331,46.81,74,90,13.44,overcast clouds
651,Morbegno,IT,46.1383,9.57,63.82,87,82,3.44,broken clouds
652,Ratnagiri,IN,16.9833,73.3,85.17,71,100,5.28,overcast clouds
653,Constitucion,CL,-35.3333,-72.4167,51.8,76,2,5.41,clear sky
654,Yabelo,ET,4.8833,38.0833,57.87,86,100,6.13,overcast clouds
655,Palu,ID,-0.8917,119.8707,90.14,60,21,2.91,few clouds
656,Jackson,US,42.4165,-122.8345,80.47,21,1,9.22,clear sky
657,Codrington,AU,-38.2667,141.9667,55.62,59,6,8.3,clear sky
658,Gadung,PH,6.8025,124.02,83.79,71,85,5.14,overcast clouds
659,Zhangye,CN,38.9342,100.4517,79.84,16,31,10.0,scattered clouds
660,Camopi,GF,3.1655,-52.3158,72.03,100,91,1.92,overcast clouds
661,Verkhnevilyuysk,RU,63.4453,120.3167,68.02,37,9,5.12,clear sky
662,Encruzilhada,BR,-15.5314,-40.9094,62.6,95,56,3.91,broken clouds
663,Longyan,CN,25.1072,117.0225,83.26,82,97,4.7,overcast clouds
664,Aksha,RU,50.2814,113.2867,63.19,29,93,5.5,overcast clouds
665,Lavrentiya,RU,65.5833,-171.0,34.36,81,9,11.61,clear sky
666,Fort Nelson,CA,58.8053,-122.7002,65.79,24,75,9.22,broken clouds
667,Soma,TR,39.1855,27.6094,60.21,92,28,5.41,scattered clouds
668,Ketchikan,US,55.3422,-131.6461,48.67,81,90,14.97,overcast clouds
669,Whitehorse,CA,60.7161,-135.0538,51.03,49,90,11.99,overcast clouds
670,Kautokeino,NO,69.0125,23.0412,32.09,79,89,2.73,overcast clouds
671,Tricase,IT,39.9304,18.3553,57.31,81,66,10.36,broken clouds
672,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,60,1,17.27,clear sky
673,Mut,TR,36.6439,33.4389,64.72,50,0,3.58,clear sky
674,Emerald,AU,-23.5333,148.1667,68.14,34,100,11.5,overcast clouds
675,Abalak,RU,58.1286,68.5944,60.06,56,77,5.61,broken clouds
676,Pacifica,US,37.6138,-122.4869,67.14,80,75,1.01,broken clouds
677,Belmonte,BR,-15.8631,-38.8828,79.3,85,38,4.54,scattered clouds
678,Tartagal,AR,-22.5164,-63.8013,68.68,73,0,4.21,clear sky
679,Atar,MR,20.5169,-13.0499,85.96,24,62,7.72,broken clouds
680,Samarai,PG,-10.6167,150.6667,77.94,75,84,16.06,broken clouds
681,Surgut,RU,61.25,73.4167,44.78,70,40,7.76,scattered clouds
682,Dire,ML,12.2833,-10.9667,86.31,47,99,2.82,overcast clouds
683,Toora-Khem,RU,52.4675,96.11,47.88,63,100,6.42,light rain
684,Coromandel,BR,-18.4733,-47.2003,67.77,69,100,4.68,overcast clouds
685,Koratagere,IN,13.5228,77.2331,75.07,65,100,7.47,overcast clouds
686,Simao,CN,22.7886,100.9748,81.91,55,42,4.38,scattered clouds
687,Rio Bravo,MX,25.9833,-98.1,82.08,84,23,14.25,few clouds
688,Opuwo,NA,-18.0607,13.84,57.27,36,0,5.77,clear sky
689,Sasovo,RU,54.3537,41.9199,63.18,81,68,1.83,broken clouds
690,Morondava,MG,-20.2833,44.2833,66.51,85,1,5.3,clear sky
691,Rumonge,BI,-3.9736,29.4386,71.55,76,96,4.43,overcast clouds
692,Konstantinovka,RU,49.6167,127.9833,62.58,53,86,7.96,overcast clouds
693,Luangwa,ZM,-15.6167,30.4167,53.22,71,0,1.34,clear sky
694,Yuci,CN,37.6803,112.7319,83.95,18,0,9.93,clear sky
695,Kupino,RU,54.3663,77.2981,59.23,47,61,2.73,broken clouds
