City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
123,Lake Havasu City,US,2021-05-25 20:21:16,34.4839,-114.3224,100.06,5,1,1.99
124,East London,ZA,2021-05-25 20:25:33,-33.0153,27.9116,68.2,77,100,7.63
125,Alice Springs,AU,2021-05-25 20:25:33,-23.7,133.8833,51.35,46,59,9.33
126,Markova,UA,2021-05-25 20:25:33,48.6758,24.4138,53.91,95,7,6.02
127,Nelson Bay,AU,2021-05-25 20:25:34,-32.7167,152.15,58.08,91,70,7.45
128,Chokurdakh,RU,2021-05-25 20:24:13,70.6333,147.9167,33.04,77,10,7.52
129,Hirara,JP,2021-05-25 20:25:34,24.8,125.2833,81.27,82,77,10.45
130,Fallon,US,2021-05-25 20:23:13,39.4735,-118.7774,76.87,15,40,12.66
131,Vila Velha,BR,2021-05-25 20:25:34,-20.3297,-40.2925,73.35,78,75,11.01
132,Cabedelo,BR,2021-05-25 20:23:03,-6.9811,-34.8339,81.27,79,37,11.9
133,Tabuk,PH,2021-05-25 20:25:35,17.4189,121.4443,76.23,85,12,3.38
134,Labuhan,ID,2021-05-25 20:25:35,-6.8844,112.2051,77.38,88,25,8.41
135,Mount Isa,AU,2021-05-25 20:25:35,-20.7333,139.5,65.97,59,99,3.44
136,Morgantown,US,2021-05-25 20:25:36,39.6295,-79.9559,88.9,55,20,4.61
137,Takaka,NZ,2021-05-25 20:25:36,-40.85,172.8,45.55,68,0,3.94
138,Alofi,NU,2021-05-25 20:25:36,-19.0595,-169.9187,80.49,89,75,9.22
139,Djenne,ML,2021-05-25 20:25:37,13.9061,-4.5533,96.08,30,91,10.18
140,Vardo,NO,2021-05-25 20:25:37,70.3705,31.1107,37.15,80,75,4.61
141,Guerrero Negro,MX,2021-05-25 20:25:37,27.9769,-114.0611,75.63,43,14,12.39
142,Westerland,DE,2021-05-25 20:25:38,54.9079,8.3033,50.18,86,72,16.71
143,North Bend,US,2021-05-25 20:25:38,43.4065,-124.2243,62.94,78,90,11.5
144,Bambous Virieux,MU,2021-05-25 20:25:38,-20.3428,57.7575,75.45,83,75,9.78
145,Acarau,BR,2021-05-25 20:22:21,-2.8856,-40.12,80.47,76,59,14.16
146,Yellowknife,CA,2021-05-25 20:25:39,62.456,-114.3525,44.33,45,20,9.22
147,Mogapi,BW,2021-05-25 20:25:39,-22.323,27.8349,55.94,57,1,3.78
148,Arman,RU,2021-05-25 20:25:39,59.7,150.1667,47.05,58,0,4.61
149,Aswan,EG,2021-05-25 20:25:39,24.0934,32.907,88.66,10,0,10.27
150,Bathsheba,BB,2021-05-25 20:25:40,13.2167,-59.5167,84.81,54,40,13.8
151,Puerto Escondido,MX,2021-05-25 20:23:08,15.85,-97.0667,90.43,70,75,11.5
152,Port Antonio,JM,2021-05-25 20:25:40,18.18,-76.4612,89.91,65,5,8.81
153,Vikulovo,RU,2021-05-25 20:25:41,56.8167,70.6107,60.84,64,8,8.21
154,Marystown,CA,2021-05-25 20:25:41,47.1666,-55.1483,47.17,73,100,23.64
155,Arruda Dos Vinhos,PT,2021-05-25 20:25:41,38.9841,-9.0775,65.03,52,100,12.06
156,Beringovskiy,RU,2021-05-25 20:25:42,63.05,179.3167,32.54,97,100,6.31
157,Provideniya,RU,2021-05-25 20:25:42,64.3833,-173.3,46.51,57,0,24.61
158,Upington,ZA,2021-05-25 20:25:42,-28.4478,21.2561,62.98,39,1,6.91
159,Veraval,IN,2021-05-25 20:25:43,20.9,70.3667,82.47,81,54,14.99
160,Deputatskiy,RU,2021-05-25 20:25:43,69.3,139.9,40.93,58,3,5.99
161,Tongren,CN,2021-05-25 20:25:43,27.7172,109.1853,68.4,97,98,0.85
162,Nanpara,IN,2021-05-25 20:25:44,27.8667,81.5,83.16,55,100,9.91
163,Fortuna,US,2021-05-25 20:25:44,40.5982,-124.1573,69.19,71,90,8.99
164,Singaraja,ID,2021-05-25 20:25:44,-8.112,115.0882,79.48,85,36,2.59
165,Plettenberg Bay,ZA,2021-05-25 20:25:45,-34.0527,23.3716,60.31,89,100,6.6
166,Piacabucu,BR,2021-05-25 20:25:45,-10.4056,-36.4344,77.67,78,9,6.62
167,Lagos,NG,2021-05-25 20:22:35,6.5833,3.75,82.72,82,100,4.79
168,Ewa Beach,US,2021-05-25 20:25:45,21.3156,-158.0072,84.02,66,1,8.05
169,Kaitangata,NZ,2021-05-25 20:25:46,-46.2817,169.8464,35.29,66,100,3.4
170,Singureni,RO,2021-05-25 20:25:46,44.2336,25.9433,69.48,85,100,6.38
171,Mulchen,CL,2021-05-25 20:25:46,-37.7167,-72.2333,60.66,56,100,3.74
172,Saint-Joseph,RE,2021-05-25 20:25:47,-21.3667,55.6167,70.16,81,44,9.42
173,San Patricio,US,2021-05-25 20:25:47,28.017,-97.5169,88.48,72,77,17.6
174,Cherskiy,RU,2021-05-25 20:25:47,68.75,161.3,50.63,40,100,5.57
175,Kavaratti,IN,2021-05-25 20:25:48,10.5669,72.642,83.39,77,100,16.8
176,Svetlogorsk,BY,2021-05-25 20:25:48,52.6333,29.7333,59.05,78,77,9.78
177,Alakurtti,RU,2021-05-25 20:25:48,66.9672,30.3491,42.64,81,99,2.82
178,Talnakh,RU,2021-05-25 20:25:49,69.4865,88.3972,20.62,96,48,11.59
179,Manzil Salim,TN,2021-05-25 20:25:49,35.8567,8.4765,73.4,49,16,8.5
180,Ilulissat,GL,2021-05-25 20:25:49,69.2167,-51.1,37.42,65,15,11.5
181,Kirakira,SB,2021-05-25 20:25:50,-10.4544,161.9205,76.23,79,73,9.19
182,Kangaatsiaq,GL,2021-05-25 20:25:50,68.3065,-53.4641,30.81,71,61,18.59
183,Zwedru,LR,2021-05-25 20:25:50,6.0667,-8.1281,76.05,92,88,3.56
184,Northam,GB,2021-05-25 20:25:51,51.0333,-4.2167,49.01,92,98,8.23
185,Locri,IT,2021-05-25 20:25:51,38.2414,16.2623,68.56,82,1,14.88
186,Hofn,IS,2021-05-25 20:25:52,64.2539,-15.2082,45.0,83,92,14.85
187,Champerico,GT,2021-05-25 20:25:52,14.3,-91.9167,93.74,64,99,8.68
188,Narsaq,GL,2021-05-25 20:25:52,60.9167,-46.05,43.02,63,63,3.94
189,Aban,RU,2021-05-25 20:25:52,56.67,96.06,41.81,83,100,5.75
190,Pavino,RU,2021-05-25 20:25:53,59.1139,46.1414,45.86,82,48,4.88
191,Dingle,PH,2021-05-25 20:25:53,10.9995,122.6711,78.69,84,100,3.78
192,Geraldton,AU,2021-05-25 20:25:53,-28.7667,114.6,50.13,87,36,14.81
193,Palmeiras De Goias,BR,2021-05-25 20:25:54,-16.805,-49.9258,83.48,42,8,6.67
194,Hasaki,JP,2021-05-25 20:25:54,35.7333,140.8333,57.6,74,100,9.78
195,Okhotsk,RU,2021-05-25 20:25:54,59.3833,143.3,45.93,64,87,8.19
196,Dumai,ID,2021-05-25 20:25:55,1.6833,101.45,74.84,98,61,2.35
197,Port Hedland,AU,2021-05-25 20:25:55,-20.3167,118.5667,64.45,59,90,13.8
198,Sibu,MY,2021-05-25 20:25:55,2.3,111.8167,77.31,94,40,1.36
199,Ferkessedougou,CI,2021-05-25 20:25:56,9.6,-5.2,84.06,58,58,5.1
200,Batagay-Alyta,RU,2021-05-25 20:25:56,67.8006,130.4114,43.41,65,100,3.51
201,Qeshm,IR,2021-05-25 20:25:56,26.9581,56.2719,87.69,69,0,5.14
202,Brae,GB,2021-05-25 20:25:56,60.3964,-1.353,49.91,90,100,10.56
203,Kindu,CD,2021-05-25 20:21:41,-2.95,25.95,71.98,73,50,1.79
204,Rawah,IQ,2021-05-25 20:25:57,34.4816,41.9093,83.01,21,67,1.66
205,Lagoa,PT,2021-05-25 20:25:57,39.05,-27.9833,62.83,89,100,24.11
206,Dongsheng,CN,2021-05-25 20:21:08,39.8161,109.9776,54.95,44,52,7.76
207,Tortoli,IT,2021-05-25 20:25:57,39.9256,9.6572,67.82,42,0,6.91
208,New Norfolk,AU,2021-05-25 20:25:58,-42.7826,147.0587,50.58,73,26,3.51
209,Maldonado,UY,2021-05-25 20:25:58,-34.6667,-54.9167,58.23,67,0,13.91
210,Along,IN,2021-05-25 20:25:58,28.1667,94.7667,71.19,96,94,1.66
211,Vyartsilya,RU,2021-05-25 20:25:59,62.1764,30.693,44.47,79,100,5.3
212,Nyurba,RU,2021-05-25 20:25:59,63.2842,118.3319,45.09,74,100,4.12
213,Kekri,IN,2021-05-25 20:25:59,25.9667,75.15,91.6,25,59,9.1
214,Mwene-Ditu,CD,2021-05-25 20:26:00,-7.0,23.45,65.5,50,3,5.23
215,Hay River,CA,2021-05-25 20:24:57,60.8156,-115.7999,31.98,64,20,8.05
216,Tosya,TR,2021-05-25 20:26:00,41.0155,34.0401,57.65,67,0,1.99
217,Luena,AO,2021-05-25 20:26:00,-11.7833,19.9167,54.68,63,43,2.77
218,Comodoro Rivadavia,AR,2021-05-25 20:26:01,-45.8667,-67.5,49.86,37,0,9.22
219,Penzance,GB,2021-05-25 20:26:01,50.1186,-5.5371,50.68,95,100,16.08
220,Dongfeng,CN,2021-05-25 20:26:01,42.6403,125.5118,53.49,40,100,16.98
221,Sao Filipe,CV,2021-05-25 20:26:02,14.8961,-24.4956,75.02,71,0,9.73
222,Katsuura,JP,2021-05-25 20:26:02,35.1333,140.3,66.31,70,99,3.06
223,Lensk,RU,2021-05-25 20:26:02,60.7253,114.9278,40.51,87,15,3.04
224,Tahoua,NE,2021-05-25 20:26:03,14.8888,5.2692,96.78,20,0,0.0
225,Kijang,KR,2021-05-25 20:26:03,35.2442,129.2139,56.93,45,100,5.03
226,Ribeira Grande,PT,2021-05-25 20:26:03,38.5167,-28.7,64.8,94,75,14.97
227,Abashiri,JP,2021-05-25 20:26:04,44.0213,144.2697,45.57,85,93,6.13
228,Kars,TR,2021-05-25 20:26:04,40.602,43.095,49.05,71,40,11.5
229,Hithadhoo,MV,2021-05-25 20:26:04,-0.6,73.0833,84.15,68,100,19.62
230,Honningsvag,NO,2021-05-25 20:26:05,70.9821,25.9704,38.95,60,75,5.75
231,Mlimba,TZ,2021-05-25 20:26:05,-8.8,35.8167,65.59,73,17,3.22
232,Toamasina,MG,2021-05-25 20:26:05,-18.1667,49.3833,69.8,94,40,4.61
233,Alihe,CN,2021-05-25 20:26:06,50.5667,123.7167,38.82,93,96,3.67
234,Mayo,US,2021-05-25 20:26:06,38.8876,-76.5119,82.81,70,1,4.0
235,Clyde River,CA,2021-05-25 20:26:06,70.4692,-68.5914,26.83,93,100,31.07
236,Maloy,NO,2021-05-25 20:26:07,61.9353,5.1136,61.27,74,100,17.07
237,Skibbereen,IE,2021-05-25 20:26:07,51.55,-9.2667,53.4,91,100,4.23
238,Oromocto,CA,2021-05-25 20:26:07,45.8351,-66.4792,76.24,35,75,12.66
239,Hambantota,LK,2021-05-25 20:26:07,6.1241,81.1185,80.67,73,97,21.79
240,Huescar,ES,2021-05-25 20:26:08,37.811,-2.5412,65.95,64,4,6.13
241,Faanui,PF,2021-05-25 20:26:08,-16.4833,-151.75,80.85,71,100,10.58
242,Victoria,HK,2021-05-25 20:23:06,22.2855,114.1577,85.32,90,90,1.01
243,Necochea,AR,2021-05-25 20:26:09,-38.5473,-58.7368,52.03,53,6,17.72
244,Gat,IL,2021-05-25 20:23:13,31.61,34.7642,80.4,55,0,5.14
245,Raspenava,CZ,2021-05-25 20:26:09,50.9041,15.1147,48.92,80,32,7.0
246,Kidal,ML,2021-05-25 20:26:08,18.4411,1.4078,97.83,6,72,12.1
247,Grindavik,IS,2021-05-25 20:26:09,63.8424,-22.4338,51.57,81,75,26.57
248,Aksarka,RU,2021-05-25 20:26:10,66.5606,67.7975,35.44,87,100,10.2
249,Cleburne,US,2021-05-25 20:26:10,32.3476,-97.3867,84.25,72,1,10.36
250,Seymchan,RU,2021-05-25 20:26:10,62.8833,152.4333,44.1,67,100,18.05
251,Bowen,AU,2021-05-25 20:26:11,-20.0167,148.2333,61.02,87,42,10.45
252,Praia Da Vitoria,PT,2021-05-25 20:26:11,38.7333,-27.0667,68.25,77,40,19.04
253,Hohr-Grenzhausen,DE,2021-05-25 20:26:11,50.4333,7.6667,50.68,83,95,8.08
254,Petropavlovsk-Kamchatskiy,RU,2021-05-25 20:26:12,53.0452,158.6483,36.19,75,92,5.79
255,Mar Del Plata,AR,2021-05-25 20:25:54,-38.0023,-57.5575,55.99,58,75,7.0
256,Bethel,US,2021-05-25 20:26:12,41.3712,-73.414,80.35,58,1,11.5
257,Nikolskoye,RU,2021-05-25 20:26:12,59.7035,30.7861,48.09,76,100,5.46
258,Bandarbeyla,SO,2021-05-25 20:26:13,9.4942,50.8122,79.52,83,2,25.14
259,Kavieng,PG,2021-05-25 20:26:13,-2.5744,150.7967,77.99,89,100,9.37
260,Le Moule,GP,2021-05-25 20:26:13,16.3332,-61.3473,84.24,72,94,14.29
261,Alberton,CA,2021-05-25 20:26:14,46.8168,-64.0654,60.93,62,100,25.55
262,Afsin,TR,2021-05-25 20:26:14,38.2477,36.914,58.42,49,0,4.29
263,Eyl,SO,2021-05-25 20:26:14,7.9803,49.8164,79.75,78,8,23.04
264,Maumere,ID,2021-05-25 20:26:15,-8.6199,122.2111,77.9,76,17,2.93
265,Portland,US,2021-05-25 20:26:15,45.5234,-122.6762,64.45,86,90,1.01
266,Picui,BR,2021-05-25 20:26:15,-6.5106,-36.3469,80.02,53,54,15.39
267,Manitouwadge,CA,2021-05-25 20:26:16,49.1215,-85.8403,59.72,67,68,14.38
268,That Phanom,TH,2021-05-25 20:26:16,16.9364,104.7104,76.89,90,88,4.14
269,Dharchula,IN,2021-05-25 20:26:16,29.85,80.5333,68.67,52,26,5.84
270,Zemio,CF,2021-05-25 20:26:16,5.0314,25.1361,73.45,76,54,2.37
271,Nouadhibou,MR,2021-05-25 20:26:17,20.931,-17.0347,67.98,77,25,18.41
272,Kashi,CN,2021-05-25 20:26:17,39.4547,75.9797,73.22,19,98,1.7
273,Houma,US,2021-05-25 20:24:37,29.5958,-90.7195,87.01,66,40,12.66
274,Naze,JP,2021-05-25 20:26:18,28.3667,129.4833,69.39,64,100,1.05
275,Ulaangom,MN,2021-05-25 20:26:18,49.9811,92.0667,60.03,39,78,8.37
276,Neiafu,TO,2021-05-25 20:26:18,-18.65,-173.9833,70.48,88,90,6.91
277,Evensk,RU,2021-05-25 20:26:19,61.95,159.2333,37.29,96,100,21.9
278,Waiouru,NZ,2021-05-25 20:26:19,-39.4833,175.6667,38.62,80,30,5.03
279,Tezu,IN,2021-05-25 20:26:19,27.9167,96.1667,77.76,74,80,3.27
280,Abha,SA,2021-05-25 20:26:19,18.2164,42.5053,69.62,52,20,0.54
281,Kloulklubed,PW,2021-05-25 20:22:25,7.0419,134.2556,75.7,74,43,3.42
282,Rafaela,AR,2021-05-25 20:26:20,-31.2503,-61.4867,67.98,30,0,3.0
283,Kutum,SD,2021-05-25 20:26:20,14.2,24.6667,83.37,18,94,6.26
284,Tura,IN,2021-05-25 20:26:20,25.5198,90.2201,73.56,97,100,5.39
285,Gohana,IN,2021-05-25 20:26:21,29.1333,76.7,88.59,20,0,6.31
286,Lasa,IT,2021-05-25 20:26:21,46.6166,10.7002,50.88,74,4,2.06
287,Banda Aceh,ID,2021-05-25 20:26:21,5.5577,95.3222,80.62,80,91,7.76
288,Carutapera,BR,2021-05-25 20:26:22,-1.195,-46.02,82.76,74,13,8.93
289,La Ronge,CA,2021-05-25 20:23:16,55.1001,-105.2842,39.42,60,75,14.97
290,Letka,RU,2021-05-25 20:26:22,59.6011,49.4232,49.48,75,94,6.76
291,Kurilsk,RU,2021-05-25 20:26:22,45.2333,147.8833,39.4,97,96,11.03
292,Ustka,PL,2021-05-25 20:26:23,54.5805,16.8619,48.43,91,40,9.44
293,Takahagi,JP,2021-05-25 20:26:23,36.7167,140.7167,63.09,50,5,14.34
294,Gogrial,SS,2021-05-25 20:26:23,8.5332,28.1004,84.81,50,48,2.84
295,Lobito,AO,2021-05-25 20:26:23,-12.3481,13.5456,76.77,78,4,3.58
