City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Lebu,CL,2021-05-25 20:26:24,-37.6167,-73.65,57.97,79,83,4.56
297,Dicabisagan,PH,2021-05-25 20:26:24,17.0818,122.4157,79.88,78,7,3.0
298,Kruisfontein,ZA,2021-05-25 20:26:24,-34.0033,24.7314,60.89,93,69,6.8
299,Rorvik,NO,2021-05-25 20:26:25,64.8621,11.2373,55.38,76,0,16.11
300,Kenai,US,2021-05-25 20:26:25,60.5544,-151.2583,67.03,44,1,8.05
301,Bandar,ID,2021-05-25 20:26:25,2.05,99.75,73.56,98,100,1.83
302,Iskateley,RU,2021-05-25 20:26:26,67.6803,53.1512,31.75,67,66,9.98
303,Paamiut,GL,2021-05-25 20:26:26,61.994,-49.6678,33.24,74,97,6.17
304,Novikovo,RU,2021-05-25 20:26:26,51.1537,37.8879,58.35,74,99,5.19
305,Aykhal,RU,2021-05-25 20:26:27,66.0,111.5,38.39,96,100,5.93
306,Sinnamary,GF,2021-05-25 20:26:27,5.3833,-52.95,81.34,85,100,7.49
307,Zhigansk,RU,2021-05-25 20:26:27,66.7697,123.3711,48.02,56,100,3.6
308,Saint George,US,2021-05-25 20:26:27,37.1041,-113.5841,90.39,12,1,3.0
309,Sibolga,ID,2021-05-25 20:26:28,1.7427,98.7792,77.05,90,81,3.31
310,Nova Olinda Do Norte,BR,2021-05-25 20:26:28,-3.8881,-59.0942,83.5,75,98,1.43
311,Grand Gaube,MU,2021-05-25 20:26:28,-20.0064,57.6608,75.6,82,11,1.99
312,Santana Do Livramento,BR,2021-05-25 20:26:29,-30.8908,-55.5328,60.67,62,0,6.55
313,Nome,US,2021-05-25 20:26:29,64.5011,-165.4064,66.27,27,1,10.36
314,Fairbanks,US,2021-05-25 20:26:29,64.8378,-147.7164,67.96,34,20,9.22
315,Graz,AT,2021-05-25 20:26:30,47.0667,15.45,46.06,73,99,1.99
316,Huarmey,PE,2021-05-25 20:26:30,-10.0681,-78.1522,71.28,74,11,7.85
317,Syracuse,IT,2021-05-25 20:25:36,37.0881,15.2792,71.44,84,26,12.73
318,Margate,GB,2021-05-25 20:26:31,51.3813,1.3862,53.91,70,35,4.0
319,Lillooet,CA,2021-05-25 20:26:31,50.6856,-121.942,66.96,70,100,3.09
320,Fort Nelson,CA,2021-05-25 20:26:31,58.8053,-122.7002,44.19,36,90,8.05
321,Wanning,CN,2021-05-25 20:26:31,18.8003,110.3967,81.18,86,21,8.99
322,Hangu,CN,2021-05-25 20:26:32,39.2489,117.7892,59.04,59,100,9.35
323,Huron,US,2021-05-25 20:26:32,41.1501,-82.5499,87.26,48,92,15.12
324,Pskov,RU,2021-05-25 20:24:12,57.8136,28.3496,55.31,76,75,4.47
325,Bouar,CF,2021-05-25 20:26:33,5.934,15.596,71.92,75,69,1.99
326,Airai,TL,2021-05-25 20:26:33,-8.9266,125.4092,58.08,93,35,3.44
327,Pierre,US,2021-05-25 20:26:33,44.3683,-100.351,79.0,65,1,8.01
328,Lakhipur,IN,2021-05-25 20:26:33,26.0299,90.3041,75.43,98,100,9.33
329,Teguldet,RU,2021-05-25 20:26:34,57.3064,88.1667,41.59,97,100,2.71
330,Sao Luiz Gonzaga,BR,2021-05-25 20:26:34,-28.4083,-54.9608,62.29,57,0,3.58
331,Nichinan,JP,2021-05-25 20:26:34,31.6,131.3667,64.76,76,100,6.93
332,Lubango,AO,2021-05-25 20:26:35,-14.9172,13.4925,57.99,44,9,1.86
333,Lorengau,PG,2021-05-25 20:26:35,-2.0226,147.2712,77.43,94,100,6.08
334,Pangnirtung,CA,2021-05-25 20:26:35,66.1451,-65.7125,32.0,69,90,13.8
335,Chegdomyn,RU,2021-05-25 20:26:36,51.1167,133.0167,41.31,93,100,2.68
336,Mujiayingzi,CN,2021-05-25 20:26:36,42.1167,118.7833,54.0,64,99,5.86
337,Makakilo City,US,2021-05-25 20:26:36,21.3469,-158.0858,82.62,65,1,8.05
338,Igrim,RU,2021-05-25 20:26:37,63.1906,64.4162,48.22,88,95,4.72
339,Kakching,IN,2021-05-25 20:26:37,24.4833,93.9833,73.04,79,95,4.25
340,Shimoda,JP,2021-05-25 20:26:37,34.6667,138.95,58.1,53,68,18.61
341,Turinsk,RU,2021-05-25 20:26:37,58.0458,63.696,55.02,86,72,5.82
342,Lanivtsi,UA,2021-05-25 20:26:38,49.8633,26.0908,58.71,90,70,11.81
343,Neryungri,RU,2021-05-25 20:26:38,56.6709,124.6491,32.56,97,99,1.77
344,Maniitsoq,GL,2021-05-25 20:26:38,65.4167,-52.9,30.34,70,16,4.47
345,Kahului,US,2021-05-25 20:24:10,20.8947,-156.47,83.97,70,40,6.91
346,Stranda,NO,2021-05-25 20:26:39,62.3096,6.9358,60.98,69,100,3.36
347,Quelimane,MZ,2021-05-25 20:26:39,-17.8786,36.8883,67.95,94,0,4.61
348,Zhanakorgan,KZ,2021-05-25 20:26:39,43.9098,67.2495,79.61,28,38,7.25
349,Coyaima,CO,2021-05-25 20:26:40,3.7994,-75.1947,85.89,59,16,8.28
350,Ponta Delgada,PT,2021-05-25 20:26:40,37.7333,-25.6667,66.92,77,75,11.5
351,Surt,LY,2021-05-25 20:26:40,31.2089,16.5887,72.09,75,2,8.79
352,Gornopravdinsk,RU,2021-05-25 20:26:41,60.05,69.9,54.91,77,100,5.88
353,Bontang,ID,2021-05-25 20:26:41,0.1333,117.5,78.22,87,100,3.04
354,Anadyr,RU,2021-05-25 20:26:41,64.75,177.4833,45.1,65,40,28.99
355,Basco,PH,2021-05-25 20:26:42,20.4487,121.9702,84.18,64,6,9.31
356,Salym,RU,2021-05-25 20:26:42,60.0625,71.4789,50.86,88,85,4.34
357,Fernie,CA,2021-05-25 20:26:42,49.5,-115.0687,55.49,98,100,3.15
358,Cullman,US,2021-05-25 20:26:43,34.1748,-86.8436,90.52,39,1,4.23
359,Murgab,TM,2021-05-25 20:26:43,37.4966,61.9714,76.87,41,0,4.68
360,Lombog,PH,2021-05-25 20:26:44,9.7788,124.4174,74.8,84,98,1.45
361,Constitucion,CL,2021-05-25 20:23:56,-35.3333,-72.4167,61.18,66,100,12.28
362,Panaba,MX,2021-05-25 20:26:44,21.2833,-88.2667,90.16,47,99,11.95
363,Morondava,MG,2021-05-25 20:26:44,-20.2833,44.2833,72.01,77,0,6.91
364,Azare,NG,2021-05-25 20:26:45,11.6765,10.1948,89.46,15,16,4.94
365,Udachnyy,RU,2021-05-25 20:26:45,66.4167,112.4,42.8,85,100,8.3
366,Adrar,MR,2021-05-25 20:26:45,20.5022,-10.0711,93.87,14,100,14.12
367,Zaysan,KZ,2021-05-25 20:26:46,47.4667,84.8667,64.53,38,5,10.13
368,Newport,GB,2021-05-25 20:22:37,51.5877,-2.9984,51.46,88,35,6.73
369,Flinders,AU,2021-05-25 20:23:13,-34.5833,150.8552,59.2,69,65,1.01
370,Ishigaki,JP,2021-05-25 20:26:46,24.3448,124.1572,82.31,78,22,11.25
371,Kibala,TD,2021-05-25 20:26:46,9.1104,18.3463,87.75,55,0,0.0
372,Adeje,ES,2021-05-25 20:26:47,28.1227,-16.726,69.01,66,20,7.0
373,Pustoshka,RU,2021-05-25 20:26:47,56.3355,29.369,52.32,92,100,5.93
374,Outlook,CA,2021-05-25 20:26:47,51.5001,-107.0513,46.09,72,100,14.88
375,La Tuque,CA,2021-05-25 20:24:19,47.4334,-72.7824,61.05,100,100,3.44
376,Nishihara,JP,2021-05-25 20:26:48,26.1842,127.7558,76.68,94,75,7.11
377,Henties Bay,NA,2021-05-25 20:26:48,-22.116,14.2845,65.5,73,0,10.94
378,Rutul,RU,2021-05-25 20:26:49,41.5357,47.4239,54.5,86,99,1.68
379,Guryevsk,RU,2021-05-25 20:26:49,54.2833,85.9333,59.63,96,99,4.92
380,Oudtshoorn,ZA,2021-05-25 20:25:09,-33.5907,22.2014,53.96,87,85,3.62
381,Shache,CN,2021-05-25 20:26:49,38.4167,77.2406,67.15,17,67,4.99
382,Saint Anthony,US,2021-05-25 20:22:25,45.0205,-93.218,87.35,39,20,5.01
383,Krutinka,RU,2021-05-25 20:22:06,56.0055,71.5113,61.93,76,6,8.43
384,Kautokeino,NO,2021-05-25 20:26:50,69.0125,23.0412,31.96,93,85,4.29
385,Husavik,IS,2021-05-25 20:26:50,66.0449,-17.3389,53.51,68,16,11.01
386,Novaya Igirma,RU,2021-05-25 20:26:51,57.1334,103.9112,37.27,96,100,1.9
387,Da Lat,VN,2021-05-25 20:26:51,11.9465,108.4419,59.54,99,100,2.17
388,Koupela,BF,2021-05-25 20:26:51,12.1794,-0.3517,97.09,29,84,7.72
389,Codrington,AU,2021-05-25 20:26:52,-38.2667,141.9667,52.21,76,92,24.38
390,Westport,US,2021-05-25 20:26:52,41.1415,-73.3579,80.98,55,1,1.01
391,Terrace Bay,CA,2021-05-25 20:26:52,48.7834,-87.1,60.42,97,99,6.22
392,San Lawrenz,MT,2021-05-25 20:26:53,36.0553,14.204,66.85,86,5,9.55
393,Bereznik,RU,2021-05-25 20:26:53,62.8551,42.7072,37.72,97,100,6.85
394,Mabaruma,GY,2021-05-25 20:26:53,8.2,-59.7833,82.51,70,51,5.46
395,Levelland,US,2021-05-25 20:26:54,33.5873,-102.378,88.2,29,0,8.79
396,Araouane,ML,2021-05-25 20:26:54,18.9048,-3.5265,101.97,14,100,9.4
397,Okha,RU,2021-05-25 20:26:54,53.5739,142.9478,32.95,93,100,6.89
398,Isilkul,RU,2021-05-25 20:26:55,54.9109,71.2728,72.63,42,5,3.13
399,Chaiya,TH,2021-05-25 20:26:55,9.3862,99.1986,80.11,93,100,5.57
400,Pedernales,DO,2021-05-25 20:26:55,18.0384,-71.744,86.52,62,13,4.65
401,Slonim,BY,2021-05-25 20:26:55,53.0867,25.3219,57.61,96,100,10.13
402,Gandzak,AM,2021-05-25 20:26:56,40.3147,45.1114,49.37,85,100,1.97
403,Loreto,MX,2021-05-25 20:26:56,22.2667,-101.9667,83.01,22,4,1.14
404,Bell Ville,AR,2021-05-25 20:26:56,-32.6259,-62.6887,64.71,50,3,4.14
405,Durg,IN,2021-05-25 20:26:57,21.1833,81.2833,87.66,16,99,7.92
406,Mitsamiouli,KM,2021-05-25 20:26:57,-11.3847,43.2844,78.1,71,41,11.18
407,Mataro,ES,2021-05-25 20:26:57,41.5421,2.4445,62.47,74,78,1.01
408,Cornedo Vicentino,IT,2021-05-25 20:26:58,45.6131,11.3406,59.36,69,30,4.0
409,Caucaia,BR,2021-05-25 20:26:58,-3.7361,-38.6531,84.15,68,0,7.02
410,Tautira,PF,2021-05-25 20:26:58,-17.7333,-149.15,86.02,75,49,7.52
411,Palmer,US,2021-05-25 20:26:58,42.1584,-72.3287,80.92,53,75,5.99
412,Broome,US,2021-05-25 20:26:59,42.2506,-75.833,82.45,60,20,1.99
413,Namibe,AO,2021-05-25 20:26:59,-15.1961,12.1522,73.47,76,1,3.56
414,Iberia,US,2021-05-25 20:27:00,29.9502,-91.7507,85.98,65,20,13.47
415,Skjervoy,NO,2021-05-25 20:27:00,70.0311,20.9714,40.23,65,10,9.26
416,Le Port,RE,2021-05-25 20:27:00,-20.9373,55.2919,71.56,77,11,4.47
417,Lumut,MY,2021-05-25 20:27:01,4.2323,100.6298,77.02,94,20,1.14
418,Merauke,ID,2021-05-25 20:25:07,-8.4667,140.3333,74.59,88,19,12.48
419,Tateyama,JP,2021-05-25 20:27:01,34.9833,139.8667,66.22,63,100,4.72
420,Puerto Narino,CO,2021-05-25 20:27:01,-3.7703,-70.3831,82.35,81,96,3.06
421,Sosnovo-Ozerskoye,RU,2021-05-25 20:27:02,52.5249,111.5418,34.38,93,100,5.55
422,Le Pradet,FR,2021-05-25 20:27:02,43.1066,6.0172,67.64,54,0,14.97
423,Puerto Del Rosario,ES,2021-05-25 20:27:02,28.5004,-13.8627,67.75,64,40,23.02
424,Orsk,RU,2021-05-25 20:27:03,51.2049,58.5668,72.5,43,75,6.02
425,Tabou,CI,2021-05-25 20:27:03,4.423,-7.3528,80.4,84,55,6.24
426,Kintinku,TZ,2021-05-25 20:27:03,-5.8833,35.2333,69.26,58,100,7.67
427,Kissidougou,GN,2021-05-25 20:27:04,9.1848,-10.0999,74.03,88,65,3.56
428,Puerto Baquerizo Moreno,EC,2021-05-25 20:22:43,-0.9,-89.6,79.79,74,20,14.97
429,Palencia,ES,2021-05-25 20:27:04,42.4167,-4.5,55.92,71,100,9.66
430,Itoman,JP,2021-05-25 20:27:04,26.1247,127.6694,77.4,94,75,5.75
431,Buala,SB,2021-05-25 20:27:05,-8.145,159.5921,79.81,84,98,12.3
432,Kochubey,RU,2021-05-25 20:27:05,44.3861,46.5825,63.79,80,75,17.36
433,Salta,AR,2021-05-25 20:27:05,-24.7859,-65.4117,68.29,44,0,4.0
434,Englewood,US,2021-05-25 20:22:43,39.6478,-104.9878,78.91,22,20,3.0
435,San Quintin,MX,2021-05-25 20:27:06,30.4833,-115.95,69.35,60,40,10.71
436,Haapsalu,EE,2021-05-25 20:27:06,58.9431,23.5414,58.01,72,100,14.94
437,Lata,PT,2021-05-25 20:27:06,40.1629,-8.3327,67.71,77,99,3.36
438,Rio Grande,BR,2021-05-25 20:27:07,-32.035,-52.0986,68.11,58,0,13.04
439,West Bay,KY,2021-05-25 20:27:07,19.3667,-81.4167,87.08,77,40,3.0
440,Sassandra,CI,2021-05-25 20:27:07,4.95,-6.0833,79.81,84,99,5.86
441,Guanica,PR,2021-05-25 20:27:07,17.9716,-66.908,87.26,64,49,8.99
442,Marawi,PH,2021-05-25 20:27:08,7.9986,124.2928,66.65,86,100,1.36
443,Koscian,PL,2021-05-25 20:27:08,52.0883,16.6487,52.48,77,55,13.2
444,Faya,SA,2021-05-25 20:27:08,18.3851,42.4509,69.91,42,61,0.81
445,Sola,VU,2021-05-25 20:27:09,-13.8833,167.55,77.5,60,98,16.67
446,Sijunjung,ID,2021-05-25 20:27:09,-0.6876,100.9537,72.54,99,100,1.07
447,Dawlatabad,AF,2021-05-25 20:27:09,36.4141,64.9053,80.26,12,0,3.13
448,Nanortalik,GL,2021-05-25 20:27:09,60.1432,-45.2371,34.72,69,42,7.09
449,Kysyl-Syr,RU,2021-05-25 20:27:10,63.8986,122.7617,45.48,89,100,3.83
450,Velsk,RU,2021-05-25 20:27:10,61.0701,42.0983,40.53,87,100,6.51
451,Ponta Do Sol,PT,2021-05-25 20:27:10,32.6667,-17.1,66.83,55,91,6.08
452,Portoviejo,EC,2021-05-25 20:27:11,-1.05,-80.45,83.61,72,99,6.46
453,Thinadhoo,MV,2021-05-25 20:27:11,0.5333,72.9333,84.2,66,100,20.27
454,Mezhdurechensk,RU,2021-05-25 20:27:11,53.6942,88.0603,56.17,98,98,1.97
455,Gallup,US,2021-05-25 20:27:12,35.5281,-108.7426,77.76,7,1,5.75
456,Oktyabrskiy,RU,2021-05-25 20:27:12,54.4815,53.471,54.7,83,91,11.56
457,Bafq,IR,2021-05-25 20:27:12,31.6128,55.4107,85.12,20,71,1.66
458,Bud,US,2021-05-25 20:27:13,39.447,-86.1758,87.24,56,100,11.12
459,Polunochnoye,RU,2021-05-25 20:27:13,60.8697,60.4153,53.78,65,100,0.51
460,Valky,UA,2021-05-25 20:27:13,49.8387,35.6207,63.75,87,100,5.88
461,Olinda,BR,2021-05-25 20:22:24,-8.0089,-34.8553,78.53,69,40,9.06
462,Baruun-Urt,MN,2021-05-25 20:27:14,46.6806,113.2792,43.02,66,21,8.5
463,Genhe,CN,2021-05-25 20:27:14,50.7833,121.5167,33.66,97,88,3.53
464,Stolin,BY,2021-05-25 20:27:14,51.8912,26.846,58.44,92,100,10.13
465,The Valley,AI,2021-05-25 20:27:15,18.217,-63.0578,87.66,73,16,16.71
466,Svetlyy,RU,2021-05-25 20:27:15,54.675,20.1347,51.85,92,98,5.55
467,Avera,US,2021-05-25 20:27:15,33.194,-82.5271,94.71,34,72,5.68
468,Raga,SS,2021-05-25 20:27:16,8.4596,25.678,80.06,56,59,1.88
469,Glassboro,US,2021-05-25 20:27:16,39.7029,-75.1118,76.91,63,84,3.0
470,Sol-Iletsk,RU,2021-05-25 20:27:16,51.1631,54.9918,73.22,31,30,3.74
471,Finale Emilia,IT,2021-05-25 20:27:16,44.8346,11.2939,62.87,72,1,3.62
472,Port Hardy,CA,2021-05-25 20:27:17,50.6996,-127.4199,53.6,71,90,8.05
473,Launceston,AU,2021-05-25 20:27:17,-41.45,147.1667,52.81,92,90,3.0
474,Ixtapa,MX,2021-05-25 20:27:17,20.7,-105.2,85.23,58,40,12.66
475,Southbridge,US,2021-05-25 20:27:18,42.0751,-72.0334,80.33,57,56,1.01
476,Paris,FR,2021-05-25 20:24:09,48.8534,2.3488,54.25,83,90,1.01
477,Jibuti,DJ,2021-05-25 20:27:18,11.5,42.5,81.82,55,30,9.89
478,El Burrion,MX,2021-05-25 20:27:18,25.5333,-108.4,99.05,25,100,3.0
479,Iqaluit,CA,2021-05-25 20:27:19,63.7506,-68.5145,29.93,86,90,20.0
480,Kamakwie,SL,2021-05-25 20:27:19,9.5,-12.2333,81.84,66,98,5.17
481,Hit,IQ,2021-05-25 20:27:19,33.6416,42.8251,84.34,19,29,11.21
482,Pipri,IN,2021-05-25 20:27:20,19.8,75.5333,83.01,54,100,16.58
483,Altay,CN,2021-05-25 20:27:20,47.8667,88.1167,61.93,23,3,7.38
484,Sobolevo,RU,2021-05-25 20:27:20,54.4299,31.8996,56.98,73,97,7.67
485,Coffs Harbour,AU,2021-05-25 20:27:20,-30.3,153.1333,57.16,92,5,8.05
486,Cockburn Town,TC,2021-05-25 20:27:12,21.4612,-71.1419,84.16,65,40,11.5
487,San Juan De Los Morros,VE,2021-05-25 20:27:21,9.9115,-67.3538,92.43,33,31,6.78
488,Aksum,ET,2021-05-25 20:27:21,14.1245,38.7244,69.06,40,74,2.33
489,Killybegs,IE,2021-05-25 20:27:22,54.6333,-8.45,49.71,78,14,12.24
490,Laguna,US,2021-05-25 20:27:22,38.421,-121.4238,84.45,33,1,5.01
491,Erzin,TR,2021-05-25 20:27:22,36.9559,36.2,74.12,64,0,2.19
492,Bartica,GY,2021-05-25 20:27:23,6.4,-58.6167,86.32,96,100,3.0
493,Quatre Cocos,MU,2021-05-25 20:27:23,-20.2078,57.7625,75.31,77,25,9.4
494,Saint-Ambroise,CA,2021-05-25 20:27:23,48.5501,-71.3324,64.72,94,100,13.96
495,Camana,PE,2021-05-25 20:27:24,-16.6228,-72.7111,70.38,71,37,6.4
496,Teahupoo,PF,2021-05-25 20:27:24,-17.8333,-149.2667,80.56,76,55,7.83
497,Pescia,IT,2021-05-25 20:27:24,43.897,10.6904,60.64,83,0,1.01
498,Salalah,OM,2021-05-25 20:27:24,17.0151,54.0924,84.29,74,20,6.91
499,Khartoum,SD,2021-05-25 20:27:11,15.5518,32.5324,95.54,8,5,10.76
500,Conselheiro Pena,BR,2021-05-25 20:27:25,-19.1722,-41.4722,77.07,73,100,3.98
501,Honiara,SB,2021-05-25 20:25:24,-9.4333,159.95,76.68,88,58,4.05
502,Dzilam Gonzalez,MX,2021-05-25 20:27:25,21.2833,-88.9333,87.13,56,100,6.82
503,Myitkyina,MM,2021-05-25 20:27:26,25.3833,97.4,74.7,98,96,0.83
504,Inhambane,MZ,2021-05-25 20:27:26,-23.865,35.3833,65.89,71,0,3.15
505,Zhangye,CN,2021-05-25 20:27:27,38.9342,100.4517,59.76,20,70,9.04
506,Bima,ID,2021-05-25 20:26:24,-8.4667,118.7167,72.97,94,26,4.03
507,Rudnogorsk,RU,2021-05-25 20:27:27,57.2639,103.7519,35.47,96,100,1.7
508,Luwuk,ID,2021-05-25 20:27:27,-0.9516,122.7875,77.7,83,87,4.34
509,Ayame,CI,2021-05-25 20:27:28,5.6083,-3.1563,76.69,92,99,4.23
510,Meulaboh,ID,2021-05-25 20:27:28,4.1363,96.1285,78.53,85,100,5.88
511,Salisbury,GB,2021-05-25 20:27:28,51.0693,-1.7957,50.38,93,75,3.44
512,Haren,DE,2021-05-25 20:27:28,52.7833,7.2333,50.25,94,83,8.37
513,Amapa,BR,2021-05-25 20:27:29,1.0,-52.0,79.59,90,100,4.23
514,Devanhalli,IN,2021-05-25 20:27:29,13.2325,77.6992,70.03,100,75,5.75
515,Mwinilunga,ZM,2021-05-25 20:27:29,-11.7358,24.4293,54.99,62,3,3.94
516,Khani,GE,2021-05-25 20:27:30,41.9563,42.9566,53.17,98,81,1.36
517,Ranong,TH,2021-05-25 20:27:30,9.9658,98.6348,78.53,84,100,5.21
518,Saint-Augustin,CA,2021-05-25 20:27:30,51.226,-58.6502,61.72,46,100,21.18
519,San Carlos De Bariloche,AR,2021-05-25 20:27:07,-41.1456,-71.3082,44.35,76,75,11.65
520,Dayong,CN,2021-05-25 20:27:31,25.0209,118.2898,78.48,92,37,2.48
521,Yulara,AU,2021-05-25 20:27:31,-25.2406,130.9889,40.84,70,24,4.61
522,Boromlya,UA,2021-05-25 20:27:31,50.6184,34.9704,58.42,85,99,4.54
523,Zabol,AF,2021-05-25 20:27:32,32.25,67.25,68.72,24,0,2.55
524,Mogadishu,SO,2021-05-25 20:27:32,2.0371,45.3438,79.2,77,0,17.09
525,Vila Franca Do Campo,PT,2021-05-25 20:27:32,37.7167,-25.4333,66.61,76,100,10.09
526,Yantzaza,EC,2021-05-25 20:27:33,-3.8278,-78.7594,71.13,97,100,1.57
527,Port Blair,IN,2021-05-25 20:27:33,11.6667,92.75,82.6,84,85,21.21
528,Wangkui,CN,2021-05-25 20:27:33,46.8333,126.5,47.86,36,14,4.29
529,Havoysund,NO,2021-05-25 20:27:33,70.9963,24.6622,39.43,65,14,3.49
530,La Rioja,ES,2021-05-25 20:27:34,42.25,-2.5,51.04,84,11,1.72
531,Boyolangu,ID,2021-05-25 20:27:34,-8.1181,111.8935,74.84,94,91,2.28
532,Auki,SB,2021-05-25 20:27:34,-8.7676,160.7034,76.73,87,100,8.57
533,Botou,CN,2021-05-25 20:27:35,38.0667,116.5667,74.37,39,100,18.66
534,Camocim,BR,2021-05-25 20:27:35,-2.9022,-40.8411,82.42,76,32,11.52
